District,Category,Bedroom,Bathroom,Direction,House Status,Verification,Land Area (m2),Land Used Area (m2),Length (m),Width (m),Alley Width (m),Price (bil),Price/m2 (mil),Floor,Have Mezzanine,Have Rooftop,Have Basement,Have Attic,Is Land,Near Market,Near School,Near Hospital,Near Center,Near Frontage,Securities Space,Comfortable Space,Have Car Park,Larger Rear,Alley Surface,Urgent Sale
district-1,Ban nha rieng ben hong Chung cu 353 Nguyen Trai Quan 1,2.0,1.0,North,Empty,Pink book,51.5,65.4,7.0,7.1,2.0,5.3,102.9,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Nha hem Trung tam Quan 1, gan cau Ong Lanh, so hong chinh chu!",3.0,3.0,North,Living,Pink book,57.6,171.6,10.57,4.9,2.2,11.5,199.7,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
district-1,"Nha ngay nga tu Co Bac - De Tham, Quan 1 noi that co ban, so hong chinh chu!",2.0,2.0,North,Living,Pink book,20.0,60.0,5.0,4.0,1.5,3.5,175.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,BAN NHA HEM 1 XET PHUONG CAU KHO QUAN 1 - HEM XE HOI,3.0,3.0,South,Living,Pink book,26.5,106.0,5.1,6.9,4.9,9.5,358.5,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
district-1,Ban nha nguyen can hem xe o to Phuong Ben Nghe Quan 1 ,4.0,4.0,North,Living,Pink book,28.3,38.8,2.87,4.29,4.0,8.5,300.4,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Ban nha mat tien Nguyen Van Nguyen Nguyen, phuong Tan Dinh, Quan 1 ",3.0,3.0,West,Empty,Pink book,23.4,54.0,11.22,3.56,8.0,11.5,491.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,BAN NHA NGUYEN CAN HAI MAT HEM PHUONG CAU KHO QUAN 1,2.0,2.0,South,Empty,Pink book,27.5,64.8,7.2,3.8,4.0,6.2,225.5,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
district-1,"Nha 2 mat hem, HEM XE HOI truoc nha, 5p di bo den Sieu thi Coop Mart Cong Quynh, cho Thai Binh, dang cho thue 24 trieu/thang!",8.0,6.0,Unknown,Empty,Pink book,26.4,139.2,8.3,3.2,4.2,7.5,284.1,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Ban nha moi xay, phuong Cau Kho, Quan 1 ",4.0,3.0,North,Empty,Pink book,31.5,126.3,10.18,3.1,3.37,7.1,225.4,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,BAN NHA MAT TIEN PHUONG TAN DINH QUAN 1,6.0,4.0,North,Empty,Red book,100.0,400.0,20.11,5.0,,34.0,340.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
district-1,"Nha HEM 3.1m Quan 1, nha dang cho thue, SO HONG RIENG CHINH CHU!",4.0,3.0,North,Renting,Pink book,32.9,124.4,13.4,2.96,3.1,16.0,486.3,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"BAN NHA NGUYEN CAN HEM NHO TRAN QUANG KHAI, QUAN 1",,1.0,South,Empty,Pink book,26.1,30.7,9.0,2.9,2.0,7.4,283.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
district-1,"Nha hem an ninh, yen tinh, khu dan tri cao, so hong chinh chu!",2.0,2.0,South,Living,Pink book,33.7,61.7,11.4,3.0,1.2,6.2,184.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Ban nha hem Phuong Nguyen Cu Trinh Quan 1- Nha dep, thoang mat",3.0,2.0,South,Living,Pink book,51.5,103.0,8.3,6.2,2.1,8.8,170.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,Ban nha hem 1 xet an ninh P. Pham Ngu Lao Q1 - Nha hem xe ba gac,6.0,5.0,North,Living,Pink book,22.5,36.3,10.55,3.9,2.2,4.7,209.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,BAN NHA NGUYEN CAN HEM TRAN KHAC CHAN QUAN 1,5.0,5.0,South,Empty,Pink book,29.9,128.0,7.46,4.07,4.0,9.5,317.7,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
district-1,Ban nha hem 1 xet an ninh Phuong Cau Kho Quan 1,4.0,4.0,North,Living,Pink book,52.4,209.7,16.2,3.3,5.0,13.0,248.1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,BAN NHA NGUYEN CAN NHO XINH PHUONG CAU KHO QUAN 1,2.0,3.0,South,Empty,Pink book,12.5,37.5,4.2,3.5,1.2,2.85,228.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
district-1,Ban nha hem quan 1 an ninh yen tinh Phuong Nguyen Thai Binh,2.0,3.0,North,Living,Pink book,18.5,66.5,7.78,3.25,2.2,5.5,297.3,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,BAN NHA NGUYEN CAN HEM NGUYEN TRAI QUAN 1,4.0,4.0,North,Living,Pink book,53.8,200.0,13.45,4.0,4.0,12.5,232.3,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
district-1,"Nha HEM XE TAI trung tam Quan 1, quy hoach Dan cu hien huu, so hong chinh chu!",4.0,4.0,North,Living,Pink book,72.7,214.0,18.18,3.9,5.45,22.5,309.5,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Nha hem 2m, gan sat mat tien duong tai TRUNG TAM QUAN 1, so hong chinh chu!",7.0,5.0,North,Living,Pink book,29.2,96.3,9.6,4.15,2.0,13.0,445.2,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Ban nha HEM XE HOI, DANG VUA O VUA CHO THUE CAN HO DICH VU TAI TRUNG TAM QUAN 1, SO HONG CHINH CHU.",9.0,9.0,Unknown,Renting,Pink book,60.1,212.9,14.44,7.99,3.5,20.0,332.8,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
district-1,"Ban nha moi xay Quan 1, Phuong Cau Kho, Q1",2.0,2.0,North,Empty,Pink book,23.5,47.0,9.78,3.08,2.7,4.9,208.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
district-1,"Ban nha can goc 3 mat hem Phuong Pham Ngu Lao Quan 1- Nha nho xinh, thiet ke hai hoa",3.0,3.0,North,Living,Pink book,16.4,32.8,5.27,3.12,1.47,3.5,213.4,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
district-1,BAN NHA NGUYEN CAN HEM XE HOI PHUONG BEN NGHE QUAN 1,2.0,2.0,North,Living,Pink book,69.5,223.8,16.18,4.3,6.6,18.0,259.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
district-1,"Nha Dep NO HAU - HEM XE HOI, Da Kao, Quan 1 - XD kien co, decor kien truc Phap co dien: nhe nhang - tinh te!",2.0,2.0,North,Living,Pink book,33.8,54.7,6.6,4.9,2.5,7.7,228.1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
district-1,"Nha hem Trung tam Quan 1, gan sieu thi Umart, so hong chinh chu!",4.0,3.0,North,Empty,Pink book,32.2,83.9,11.6,3.2,1.6,7.8,242.2,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,Nha hem noi bo quan 1 sat mat tien duong ,2.0,3.0,North,Living,Pink book,26.8,85.0,8.0,4.0,1.7,9.3,347.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Nha rieng hem Quan 1, thuan tien o hoac cho thue, so hong chinh chu!",,1.0,West,Empty,Pink book,26.7,53.4,7.0,3.8,2.0,3.9,146.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Nha hem Tran Khanh Du Quan 1, gan MT Hoang Sa, so hong chinh chu!",4.0,3.0,North,Empty,Pink book,39.7,135.5,13.08,3.5,2.2,13.8,347.6,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Nha hem ba gac Quan 1, nha dang o, so hong rieng chinh chu!",3.0,1.0,South,Living,Pink book,44.1,77.5,7.54,2.0,1.2,5.6,127.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
district-1,"Ban nha hem an ninh, phuong Tan Dinh, Quan 1",,2.0,West,Empty,Pink book,15.1,30.2,3.36,6.31,2.0,2.6,172.2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,Ban nha hem xem ba gac Phuong Pham Ngu Lao Quan 1,1.0,1.0,North,Living,Pink book,14.3,28.6,5.9,2.43,2.36,2.8,195.8,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
district-1,BAN NHA NGUYEN CAN HEM TRAN DINH XU QUAN 1,1.0,1.0,South,Living,Pink book,28.7,73.2,9.36,2.95,2.0,6.5,226.5,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
district-1,"Ban NHA MOI, DEP, so hong chinh chu tai TRUNG TAM QUAN 1.",3.0,3.0,South,Living,Pink book,23.1,65.9,7.6,2.95,2.0,6.6,285.7,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,Ban nha hem quan 1 khu dan tri cao an ninh yen tinh,7.0,7.0,South,Renting,Pink book,69.1,191.4,25.1,2.85,3.6,15.5,224.3,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
district-1,BAN NHA NGUYEN CAN HAI MAT HEM SO HONG CHINH CHU PHUONG BEN THANH QUAN 1,2.0,2.0,South,Renting,Pink book,31.6,49.4,10.64,3.15,1.31,6.7,212.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
district-1,"Ban Nha hem Phuong Da Kao Quan 1- Khu dan cu an ninh, yen tinh ",2.0,2.0,South,Living,Pink book,36.8,64.8,6.3,3.9,,5.5,149.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
district-1,Nha no hau hem xe hoi sat mat tien quan 1,2.0,1.0,South,Living,Pink book,27.7,55.4,6.3,3.9,5.0,12.0,433.2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Nha HEM XE HOI tai trung tam quan 1, thich hop xay dung moi, so hong chinh chu!",2.0,1.0,South,Empty,Pink book,21.5,18.4,7.41,2.9,5.92,5.65,262.9,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Ban nha DEP NGUYEN CAN phuong co Giang - Quan 1, hoan cong day du, so hong rieng chinh chu.",4.0,4.0,North,Living,Pink book,21.5,70.7,6.2,3.5,,7.5,348.8,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Nha 2 mat hem xe hoi quan 1, nha dang de trong, so hong rieng chinh chu",2.0,2.0,North,Empty,Pink book,53.0,106.0,12.82,5.41,5.2,19.5,367.9,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Nha Mat Tien Quan 1, trong suot, dang cho thue gia cao, so hong chinh chu!",,2.0,North,Living,Pink book,37.3,98.9,14.6,3.15,,17.0,455.4,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,Ban tang tret nha mat tien quan 1 thuan tien kinh doanh,1.0,1.0,South,Renting,Pink book,154.1,55.0,13.6,3.93,,16.5,107.1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,Ban nha hem xe ba gac Phuong Ben Thanh Quan 1,4.0,3.0,South,Living,Pink book,29.0,76.6,8.4,3.45,2.7,9.8,338.2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Ban nha MAT TIEN (tang 1) tai TRUNG TAM QUAN 1, DANG CHO THUE, SO HONG CHINH CHU!",,1.0,South,Renting,Pink book,457.7,66.0,15.0,3.75,,22.0,48.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,BAN NHA HEM NGUYEN CAN PHUONG CAU KHO QUAN 1,3.0,2.0,South,Living,Pink book,24.1,48.2,9.2,3.0,1.7,5.6,232.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
district-1,"Nha HXH, xay dung kien co tai Trung Tam Quan 1, noi that day du, so hong chinh chu!",6.0,7.0,South,Living,Pink book,68.0,251.5,15.2,4.0,5.15,21.0,308.8,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
district-1,"Ban nha hem duong Vo Van Kiet, Phuong Cau Kho - Khu dan cu an ninh, yen tinh",2.0,1.0,North,Empty,Pink book,38.0,62.0,12.2,3.6,3.0,5.6,147.4,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
district-1,"Nha chinh chu sat mat tien duong lon quan 1, hem thong 1 xec, so hong chinh chu!",2.0,2.0,South,Living,Pink book,55.1,70.6,15.91,3.6,9.35,6.8,123.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,Ban nha can goc hem Phuong Cau Kho Quan 1- Gan truong Tieu hoc Truong Tran Hung Dao,2.0,2.0,South,Living,Pink book,27.5,55.1,5.76,5.7,3.0,5.5,200.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
district-1,Ban nha rieng 2 lau hem thong thoang quan 1,2.0,2.0,South,Empty,Pink book,24.0,59.5,11.0,2.92,2.0,5.5,229.2,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,Ban Nha Nat Chinh Chu Tai Quan 1,1.0,1.0,North,Empty,Red book,61.2,57.5,8.11,7.55,3.0,9.9,161.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
district-1,"Ban nha hem xe ba gac Phuong Ben Thanh Quan 1- Hem an ninh, yen tinh",5.0,5.0,North,Living,Pink book,29.6,118.4,8.4,3.0,3.0,11.5,388.5,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
district-1,"Ban nha nguyen can phuong Cau Ong Lanh, Quan 1 ",3.0,3.0,East,Empty,Pink book,26.0,41.7,9.77,4.0,6.0,6.0,230.8,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,BAN NHA NHO HEM TRAN KHAC CHAN PHUONG TAN DINH QUAN 1,,1.0,North,Empty,Pink book,17.0,29.0,4.45,2.79,4.0,2.395,140.9,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
district-1,BAN NHA NGUYEN CAN MAT TIEN BUI VIEN QUAN 1,5.0,4.0,North,Living,Pink book,32.3,103.1,9.6,3.7,,49.0,1500.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
district-1,BAN NHA NGUYEN CAN HEM PHUONG DAKAO QUAN 1,,1.0,South,Living,Pink book,19.3,38.6,6.65,2.55,1.1,3.85,199.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
district-1,BAN NHA NGUYEN CAN HEM PHUONG TAN DINH QUAN 1,8.0,10.0,East,Renting,Pink book,44.0,200.0,13.0,3.35,2.0,9.2,209.1,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
district-1,"Ban nha hem phuong Pham Ngu Lao quan 1, so hong rieng chinh chu. ",2.0,3.0,North,Empty,Pink book,26.3,52.6,10.67,2.65,2.38,6.3,239.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
district-1,"Nha no hau hem Quan 1, khu dan tri cao, nha moi xay dep, so hong chinh chu!",5.0,4.0,South,Living,Pink book,39.9,151.5,10.33,3.6,2.0,10.0,250.6,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Ban nha Quan 1, khu kinh doanh sam uat",4.0,3.0,North,Living,Pink book,51.2,165.9,13.29,3.75,,60.0,1200.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Nha dep phuong Da Kao, Quan 1, hem an ninh thong ra duong Hoang Sa, so hong chinh chu!",3.0,3.0,South,Living,Pink book,30.3,87.6,8.0,4.2,2.2,10.0,330.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,BAN NHA NGUYEN CAN HEM XE HOI PHO DI BO BUI VIEN Q1,6.0,6.0,North,Empty,Pink book,55.0,146.3,15.25,3.65,4.0,15.0,272.7,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
district-1,BAN NHA NGUYEN CAN HAI MAT HEM PHUONG PHAM NGU LAO QUAN 1,5.0,6.0,South,Empty,Pink book,48.4,193.6,13.31,3.4,3.0,13.2,272.7,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
district-1,BAN NHA NGUYEN CAN HEM THONG THOANG PHUONG TAN DINH QUAN 1,4.0,5.0,South,Empty,Pink book,130.3,264.3,29.0,4.56,5.0,30.0,230.2,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
district-1,"Ban nha rieng 2 lau cach mat tien 10m phuong Tan Dinh, quan 1",5.0,3.0,North,Empty,Pink book,25.8,106.3,8.3,3.2,3.0,9.0,348.8,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,BAN NHA NGUYEN CAN PHUONG PHAM NGU LAO QUAN 1 - HEM XE MAY 2 XET,,2.0,North,Empty,Pink book,25.1,46.1,7.21,1.85,1.4,3.4,135.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
district-1,BAN NHA NGUYEN CAN PHUONG PHAM NGU LAO QUAN 1,4.0,3.0,North,Empty,Pink book,26.5,80.7,11.25,2.75,2.0,5.3,200.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
district-1,BAN NHA NGUYEN CAN HEM TRAN QUANG KHAI QUAN 1,3.0,3.0,South,Empty,Pink book,18.1,58.0,7.33,2.47,3.0,3.15,174.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
district-1,BAN NHA NGUYEN CAN HEM DIEN BIEN PHU QUAN 1,4.0,4.0,North,Empty,Pink book,66.7,196.2,16.1,3.9,,13.9,208.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Ban nha hem nho duong Tran Dinh Xu, Quan 1 ",1.0,2.0,North,Empty,Pink book,15.9,31.8,2.98,5.0,1.0,2.75,173.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Ban nha hem nho duong Tran Dinh Xu, Quan 1",2.0,2.0,North,Empty,Pink book,24.9,51.2,4.77,6.2,1.0,4.1,164.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,BAN NHA NGUYEN CAN HEM DO QUANG DAU QUAN 1,4.0,5.0,South,Renting,Pink book,30.4,121.6,7.1,4.25,2.0,6.0,197.4,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
district-1,Ban nha NGUYEN CAN tai trung tam Quan 1. VI TRI HEM DUONG TRAN HUNG DAO,4.0,3.0,North,Empty,Pink book,21.7,63.6,9.25,2.5,2.8,5.2,239.6,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
district-1,BAN CAP NHA LIEN KE HEM XE HOI PHUONG TAN DINH QUAN 1,5.0,3.0,North,Renting,Pink book,38.8,97.6,7.5,6.0,3.4,9.8,252.6,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
district-1,BAN NHA NGUYEN CAN HEM PHUONG TAN DINH QUAN 1,2.0,1.0,South,Renting,Pink book,18.6,34.8,7.5,2.5,3.55,5.0,268.8,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
district-1,BAN NHA NGUYEN CAN HEM PHUONG TAN DINH QUAN 1,3.0,2.0,South,Renting,Pink book,20.2,48.6,7.5,3.4,3.15,5.8,287.1,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
district-1,BAN NHA NGUYEN CAN NGUYEN THI MINH KHAI TRUNG TAM QUAN 1,2.0,4.0,South,Empty,Pink book,36.3,181.8,9.56,3.7,3.5,8.7,239.3,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
district-1,"CAN BAN DAT 2 MAT HEM O DUONG CONG QUYNH, P.PHAM NGU LAO, QUAN 1",,1.0,South,Empty,Pink book,44.5,82.0,9.5,3.76,3.5,13.0,292.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
district-1,BAN NHA NGUYEN CAN HEM TRAN HUNG DAO QUAN 1,3.0,3.0,North,Empty,Pink book,25.4,101.6,9.67,2.96,1.55,6.5,255.9,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
district-1,"BAN NHA NGUYEN CAN HAI MAT HEM, PHUONG NGUYEN CU TRINH TRUNG TAM QUAN 1",6.0,7.0,South,Living,Pink book,77.2,386.0,20.5,3.8,4.2,18.0,233.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
district-1,"Nha duong Nguyen Binh Khiem, Phuong Dakao, Quan 1,",1.0,1.0,South,Renting,Pink book,51.3,102.7,17.6,2.96,5.0,13.5,263.2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Ban nha goc 2 mat tien hem an ninh, phuong Pham Ngu Lao, Quan 1",1.0,1.0,North,Empty,Pink book,17.2,34.4,4.56,3.53,1.3,4.7,273.3,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-1,"Ban nha Gia Cuc Tot tai TRUNG TAM THANH PHO, so hong chinh chu, Quan 1. ",3.0,2.0,North,Living,Pink book,22.5,68.1,7.0,3.6,3.0,5.4,240.4,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
